crop,county,total_farms_2022,total_acres_2022,total_bearing_age_farms_2022,total_bearing_age_acres_2022,total_nonbearing_age_farms_2022,total_nonbearing_age_acres_2022,total_farms_2017,total_acres_2017,total_bearing_age_farms_2017,total_bearing_age_acres_2017,total_nonbearing_age_farms_2017,total_nonbearing_age_acres_2017
Persimmons,Smyth,1,NA,0,0,1,NA,0,0,0,0,0,0
Persimmons,Southampton,0,0,0,0,0,0,4,0,4,0,0,0
Persimmons,Spotsylvania,9,1,9,1,3,0,0,0,0,0,0,0
Persimmons,Tazewell,0,0,0,0,0,0,1,NA,0,0,1,NA
Persimmons,Washington,3,NA,1,NA,2,NA,0,0,0,0,0,0
Persimmons,Westmoreland,0,0,0,0,0,0,1,NA,0,0,1,NA
Persimmons,Chesapeake City,1,NA,1,NA,0,0,4,NA,4,NA,4,0
Persimmons,Suffolk,2,NA,2,NA,1,NA,4,NA,4,NA,0,0
"Plumcots, Pluots, And Other Plum-Apricot Hybrids",Culpeper,1,NA,0,0,1,NA,0,0,0,0,0,0
"Plumcots, Pluots, And Other Plum-Apricot Hybrids",Floyd,6,NA,6,NA,0,0,0,0,0,0,0,0
"Plumcots, Pluots, And Other Plum-Apricot Hybrids",Loudoun,3,NA,1,NA,2,NA,0,0,0,0,0,0
"Plumcots, Pluots, And Other Plum-Apricot Hybrids",Suffolk,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Accomack,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums And Prunes,Albemarle,2,NA,0,0,2,NA,1,NA,0,0,1,NA
Plums And Prunes,Alleghany,3,1,3,0,3,0,0,0,0,0,0,0
Plums And Prunes,Amelia,7,1,3,0,7,1,0,0,0,0,0,0
Plums And Prunes,Amherst,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums And Prunes,Appomattox,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums And Prunes,Augusta,2,NA,2,NA,0,0,1,NA,0,0,1,NA
Plums And Prunes,Bedford,5,1,1,NA,4,NA,3,NA,3,NA,0,0
Plums And Prunes,Botetourt,1,NA,1,NA,0,0,2,NA,2,NA,0,0
Plums And Prunes,Buckingham,0,0,0,0,0,0,5,2,2,NA,3,NA
Plums And Prunes,Campbell,0,0,0,0,0,0,3,NA,2,NA,1,NA
Plums And Prunes,Caroline,0,0,0,0,0,0,2,NA,2,NA,2,NA
Plums And Prunes,Carroll,4,4,2,NA,4,NA,2,NA,0,0,2,NA
Plums And Prunes,Charles City,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,Charlotte,4,4,4,4,0,0,3,1,0,0,3,1
Plums And Prunes,Chesterfield,0,0,0,0,0,0,6,1,6,1,0,0
Plums And Prunes,Craig,0,0,0,0,0,0,2,NA,2,NA,2,NA
Plums And Prunes,Culpeper,0,0,0,0,0,0,1,NA,1,NA,1,NA
Plums And Prunes,Fairfax,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,Fauquier,5,NA,3,0,2,NA,2,NA,0,0,2,NA
Plums And Prunes,Floyd,8,4,8,4,0,0,5,2,2,NA,5,NA
Plums And Prunes,Franklin,1,NA,0,0,1,NA,5,NA,4,NA,1,NA
Plums And Prunes,Frederick,2,NA,2,NA,0,0,6,NA,0,0,6,NA
Plums And Prunes,Goochland,2,NA,2,NA,0,0,2,NA,2,NA,2,NA
Plums And Prunes,Grayson,7,NA,0,0,7,NA,2,NA,0,0,2,NA
Plums And Prunes,Halifax,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,Hanover,2,NA,1,NA,2,NA,5,2,2,NA,4,NA
Plums And Prunes,Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Henry,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Isle of Wight,1,NA,1,NA,0,0,2,NA,1,NA,2,NA
Plums And Prunes,King and Queen,0,0,0,0,0,0,6,1,0,0,6,1
Plums And Prunes,King George,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,King William,0,0,0,0,0,0,1,NA,0,0,1,NA
Plums And Prunes,Lancaster,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Lee,1,NA,1,NA,0,0,2,NA,0,0,2,NA
Plums And Prunes,Loudoun,12,2,2,NA,11,NA,3,NA,2,NA,1,NA
Plums And Prunes,Louisa,6,1,0,0,6,1,0,0,0,0,0,0
Plums And Prunes,Lunenburg,3,0,0,0,3,0,2,NA,0,0,2,NA
Plums And Prunes,Mecklenburg,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums And Prunes,Middlesex,2,NA,2,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Montgomery,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,Nelson,2,NA,2,NA,2,NA,0,0,0,0,0,0
Plums And Prunes,New Kent,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums And Prunes,Nottoway,1,NA,0,0,1,NA,4,NA,0,0,4,NA
Plums And Prunes,Orange,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
Plums And Prunes,Patrick,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums And Prunes,Pittsylvania,0,0,0,0,0,0,3,NA,3,NA,0,0
Plums And Prunes,Powhatan,3,NA,0,0,3,NA,2,NA,0,0,2,NA
Plums And Prunes,Prince Edward,0,0,0,0,0,0,1,NA,0,0,1,NA
Plums And Prunes,Pulaski,0,0,0,0,0,0,3,0,3,0,0,0
Plums And Prunes,Rappahannock,3,NA,0,0,3,NA,2,NA,0,0,2,NA
Plums And Prunes,Roanoke,4,2,0,0,4,2,0,0,0,0,0,0
Plums And Prunes,Rockbridge,1,NA,1,NA,0,0,6,NA,0,0,6,NA
Plums And Prunes,Rockingham,0,0,0,0,0,0,5,1,3,NA,2,NA
Plums And Prunes,Scott,1,NA,1,NA,1,NA,2,NA,2,NA,0,0
Plums And Prunes,Shenandoah,2,NA,2,NA,0,0,1,NA,1,NA,0,0
Plums And Prunes,Southampton,1,NA,1,NA,1,NA,0,0,0,0,0,0
Plums And Prunes,Spotsylvania,6,1,6,1,0,0,0,0,0,0,0,0
Plums And Prunes,Stafford,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums And Prunes,Surry,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums And Prunes,Tazewell,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums And Prunes,Warren,1,NA,0,0,1,NA,2,NA,0,0,2,NA
Plums And Prunes,Washington,2,NA,1,NA,1,NA,6,2,2,NA,4,NA
Plums And Prunes,Chesapeake City,0,0,0,0,0,0,3,1,0,0,3,1
Plums And Prunes,Suffolk,0,0,0,0,0,0,1,NA,0,0,1,NA
Plums,Accomack,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums,Albemarle,2,NA,0,0,2,NA,1,NA,0,0,1,NA
Plums,Alleghany,3,1,3,0,3,0,0,0,0,0,0,0
Plums,Amelia,7,1,3,0,7,1,0,0,0,0,0,0
Plums,Amherst,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums,Appomattox,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums,Augusta,2,NA,2,NA,0,0,1,NA,0,0,1,NA
Plums,Bedford,5,1,1,NA,4,NA,3,NA,3,NA,0,0
Plums,Botetourt,1,NA,1,NA,0,0,2,NA,2,NA,0,0
Plums,Buckingham,0,0,0,0,0,0,5,2,2,NA,3,NA
Plums,Campbell,0,0,0,0,0,0,3,NA,2,NA,1,NA
Plums,Caroline,0,0,0,0,0,0,2,NA,2,NA,2,NA
Plums,Carroll,4,4,2,NA,4,NA,2,NA,0,0,2,NA
Plums,Charles City,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,Charlotte,4,4,4,4,0,0,3,1,0,0,3,1
Plums,Chesterfield,0,0,0,0,0,0,6,1,6,1,0,0
Plums,Craig,0,0,0,0,0,0,2,NA,2,NA,2,NA
Plums,Culpeper,0,0,0,0,0,0,1,NA,1,NA,1,NA
Plums,Fairfax,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,Fauquier,5,NA,3,0,2,NA,2,NA,0,0,2,NA
Plums,Floyd,8,4,8,4,0,0,5,2,2,NA,5,NA
Plums,Franklin,1,NA,0,0,1,NA,5,NA,4,NA,1,NA
Plums,Frederick,2,NA,2,NA,0,0,6,NA,0,0,6,NA
Plums,Goochland,2,NA,2,NA,0,0,2,NA,2,NA,2,NA
Plums,Grayson,7,NA,0,0,7,NA,2,NA,0,0,2,NA
Plums,Halifax,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,Hanover,2,NA,1,NA,2,NA,5,2,2,NA,4,NA
Plums,Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums,Henry,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums,Isle of Wight,1,NA,1,NA,0,0,2,NA,1,NA,2,NA
Plums,King and Queen,0,0,0,0,0,0,6,1,0,0,6,1
Plums,King George,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,King William,0,0,0,0,0,0,1,NA,0,0,1,NA
Plums,Lancaster,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums,Lee,1,NA,1,NA,0,0,2,NA,0,0,2,NA
Plums,Loudoun,12,2,2,NA,11,NA,3,NA,2,NA,1,NA
Plums,Louisa,6,1,0,0,6,1,0,0,0,0,0,0
Plums,Lunenburg,3,0,0,0,3,0,2,NA,0,0,2,NA
Plums,Mecklenburg,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums,Middlesex,2,NA,2,NA,0,0,0,0,0,0,0,0
Plums,Montgomery,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,Nelson,2,NA,2,NA,2,NA,0,0,0,0,0,0
Plums,New Kent,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums,Nottoway,1,NA,0,0,1,NA,4,NA,0,0,4,NA
Plums,Orange,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
Plums,Patrick,0,0,0,0,0,0,1,NA,1,NA,0,0
Plums,Pittsylvania,0,0,0,0,0,0,3,NA,3,NA,0,0
Plums,Powhatan,3,NA,0,0,3,NA,2,NA,0,0,2,NA
Plums,Prince Edward,0,0,0,0,0,0,1,NA,0,0,1,NA
Plums,Pulaski,0,0,0,0,0,0,3,0,3,0,0,0
Plums,Rappahannock,3,NA,0,0,3,NA,2,NA,0,0,2,NA
Plums,Roanoke,4,2,0,0,4,2,0,0,0,0,0,0
Plums,Rockbridge,1,NA,1,NA,0,0,6,NA,0,0,6,NA
Plums,Rockingham,0,0,0,0,0,0,5,1,3,NA,2,NA
Plums,Scott,1,NA,1,NA,1,NA,2,NA,2,NA,0,0
Plums,Shenandoah,2,NA,2,NA,0,0,1,NA,1,NA,0,0
Plums,Southampton,1,NA,1,NA,1,NA,0,0,0,0,0,0
Plums,Spotsylvania,6,1,6,1,0,0,0,0,0,0,0,0
Plums,Stafford,1,NA,1,NA,0,0,0,0,0,0,0,0
Plums,Surry,1,NA,0,0,1,NA,0,0,0,0,0,0
Plums,Tazewell,2,NA,0,0,2,NA,0,0,0,0,0,0
Plums,Warren,1,NA,0,0,1,NA,2,NA,0,0,2,NA
Plums,Washington,2,NA,1,NA,1,NA,6,2,2,NA,4,NA
Plums,Chesapeake City,0,0,0,0,0,0,3,1,0,0,3,1
Plums,Suffolk,0,0,0,0,0,0,1,NA,0,0,1,NA
Pomegranates,Accomack,0,0,0,0,0,0,2,NA,2,NA,2,NA
Pomegranates,Albemarle,1,NA,0,0,1,NA,0,0,0,0,0,0
Pomegranates,Charles City,1,NA,1,NA,1,NA,0,0,0,0,0,0
Other Noncitrus Fruit (See Text),Accomack,0,0,0,0,0,0,2,NA,2,NA,2,NA
Other Noncitrus Fruit (See Text),Buchanan,0,0,0,0,0,0,4,1,4,0,4,0
Other Noncitrus Fruit (See Text),Buckingham,0,0,0,0,0,0,3,2,0,0,3,2
Other Noncitrus Fruit (See Text),Caroline,0,0,0,0,0,0,1,NA,0,0,1,NA
Other Noncitrus Fruit (See Text),Craig,0,0,0,0,0,0,1,NA,1,NA,0,0
Other Noncitrus Fruit (See Text),Grayson,0,0,0,0,0,0,2,NA,0,0,2,NA
Other Noncitrus Fruit (See Text),Hanover,0,0,0,0,0,0,2,NA,0,0,2,NA
Other Noncitrus Fruit (See Text),Loudoun,7,1,0,0,7,1,1,NA,1,NA,0,0
Other Noncitrus Fruit (See Text),Nelson,0,0,0,0,0,0,4,NA,2,NA,2,NA
Other Noncitrus Fruit (See Text),Patrick,1,NA,1,NA,0,0,0,0,0,0,0,0
Other Noncitrus Fruit (See Text),Pittsylvania,0,0,0,0,0,0,2,NA,2,NA,0,0
Other Noncitrus Fruit (See Text),Powhatan,3,NA,3,NA,3,NA,0,0,0,0,0,0
Other Noncitrus Fruit (See Text),Richmond,0,0,0,0,0,0,3,0,3,0,0,0
Other Noncitrus Fruit (See Text),Rockingham,6,18,0,0,6,18,1,NA,1,NA,0,0
Other Noncitrus Fruit (See Text),Shenandoah,0,0,0,0,0,0,5,NA,5,NA,0,0
Other Noncitrus Fruit (See Text),Warren,0,0,0,0,0,0,2,NA,2,NA,0,0
Other Noncitrus Fruit (See Text),Washington,0,0,0,0,0,0,4,6,1,NA,4,NA
Other Noncitrus Fruit (See Text),Suffolk,1,NA,1,NA,0,0,0,0,0,0,0,0
"Nuts, All",Accomack,1,NA,0,0,1,NA,4,4,4,NA,2,NA
"Nuts, All",Albemarle,5,9,5,NA,1,NA,3,6,3,3,3,3
"Nuts, All",Alleghany,3,1,3,0,3,0,0,0,0,0,0,0
"Nuts, All",Amelia,8,NA,4,NA,7,1,1,NA,1,NA,0,0
"Nuts, All",Amherst,1,NA,0,0,1,NA,0,0,0,0,0,0
"Nuts, All",Appomattox,4,21,0,0,4,21,0,0,0,0,0,0
"Nuts, All",Augusta,3,NA,3,NA,1,NA,0,0,0,0,0,0
"Nuts, All",Bath,14,NA,6,NA,14,86,2,NA,0,0,2,NA
"Nuts, All",Bedford,13,10,11,8,8,2,10,4,10,4,4,1
"Nuts, All",Bland,2,NA,2,NA,0,0,0,0,0,0,0,0
"Nuts, All",Botetourt,2,NA,2,NA,0,0,0,0,0,0,0,0
"Nuts, All",Brunswick,3,NA,2,NA,2,NA,2,NA,2,NA,0,0
"Nuts, All",Buchanan,6,1,0,0,6,1,4,2,4,1,4,1
"Nuts, All",Buckingham,1,NA,1,NA,1,NA,4,NA,4,NA,2,NA
"Nuts, All",Campbell,5,8,0,0,5,8,3,NA,1,NA,2,NA
"Nuts, All",Caroline,2,NA,0,0,2,NA,1,NA,0,0,1,NA
"Nuts, All",Carroll,0,0,0,0,0,0,2,NA,0,0,2,NA
"Nuts, All",Charles City,10,52,7,37,3,15,5,64,3,NA,2,NA
"Nuts, All",Charlotte,7,18,6,NA,1,NA,9,13,3,12,6,1
"Nuts, All",Chesterfield,0,0,0,0,0,0,6,2,6,2,0,0
"Nuts, All",Clarke,0,0,0,0,0,0,4,NA,2,NA,4,NA
"Nuts, All",Craig,1,NA,0,0,1,NA,4,NA,0,0,4,NA
"Nuts, All",Culpeper,2,NA,2,NA,0,0,5,1,3,NA,3,NA
"Nuts, All",Cumberland,1,NA,1,NA,0,0,4,16,4,16,0,0
"Nuts, All",Dinwiddie,0,0,0,0,0,0,3,NA,3,NA,0,0
"Nuts, All",Fairfax,3,0,0,0,3,0,0,0,0,0,0,0
"Nuts, All",Fauquier,4,NA,4,NA,0,0,6,9,6,NA,2,NA
"Nuts, All",Floyd,7,120,3,0,4,120,1,NA,1,NA,0,0
"Nuts, All",Fluvanna,1,NA,0,0,1,NA,0,0,0,0,0,0
"Nuts, All",Franklin,1,NA,0,0,1,NA,4,NA,0,0,4,NA
"Nuts, All",Frederick,16,10,9,1,7,9,0,0,0,0,0,0
"Nuts, All",Gloucester,1,NA,1,NA,0,0,3,14,0,0,3,14
"Nuts, All",Grayson,8,6,8,6,0,0,2,NA,0,0,2,NA
"Nuts, All",Greene,3,1,0,0,3,1,2,NA,2,NA,0,0
"Nuts, All",Halifax,1,NA,1,NA,0,0,7,11,0,0,7,11
"Nuts, All",Hanover,2,NA,2,NA,0,0,3,2,0,0,3,2
"Nuts, All",Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
"Nuts, All",Henry,2,NA,2,NA,0,0,0,0,0,0,0,0
"Nuts, All",Highland,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Nuts, All",Isle of Wight,4,16,4,16,0,0,1,NA,1,NA,1,NA
"Nuts, All",James City,4,9,1,NA,3,NA,2,NA,2,NA,0,0
"Nuts, All",Lee,1,NA,1,NA,0,0,6,6,3,NA,4,NA
"Nuts, All",Loudoun,12,2,2,NA,10,NA,1,NA,1,NA,0,0
"Nuts, All",Louisa,8,2,2,NA,6,NA,0,0,0,0,0,0
"Nuts, All",Lunenburg,0,0,0,0,0,0,4,7,4,7,0,0
"Nuts, All",Madison,7,4,7,3,5,1,1,NA,1,NA,1,NA
"Nuts, All",Mecklenburg,6,2,3,NA,3,NA,13,16,2,NA,11,NA
"Nuts, All",Montgomery,2,NA,0,0,2,NA,0,0,0,0,0,0
"Nuts, All",Nelson,19,101,14,67,10,34,6,33,4,NA,4,NA
"Nuts, All",New Kent,2,NA,0,0,2,NA,6,6,0,0,6,6
"Nuts, All",Northampton,0,0,0,0,0,0,2,NA,0,0,2,NA
"Nuts, All",Northumberland,2,NA,0,0,2,NA,0,0,0,0,0,0
"Nuts, All",Orange,1,NA,0,0,1,NA,0,0,0,0,0,0
"Nuts, All",Pittsylvania,1,NA,1,NA,0,0,7,6,5,2,3,4
"Nuts, All",Powhatan,3,6,3,1,3,5,0,0,0,0,0,0
"Nuts, All",Prince Edward,7,9,3,NA,4,NA,0,0,0,0,0,0
"Nuts, All",Prince George,0,0,0,0,0,0,3,NA,3,NA,0,0
"Nuts, All",Prince William,1,NA,0,0,1,NA,6,8,0,0,6,8
"Nuts, All",Pulaski,1,NA,1,NA,0,0,0,0,0,0,0,0
"Nuts, All",Rappahannock,1,NA,0,0,1,NA,2,NA,2,NA,2,NA
"Nuts, All",Roanoke,3,3,0,0,3,3,0,0,0,0,0,0
"Nuts, All",Rockbridge,4,6,3,NA,2,NA,5,26,3,NA,2,NA
"Nuts, All",Rockingham,13,NA,13,96,6,NA,9,18,8,12,4,7
"Nuts, All",Russell,0,0,0,0,0,0,1,NA,1,NA,0,0
"Nuts, All",Scott,7,1,6,NA,2,NA,11,6,5,NA,6,NA
"Nuts, All",Shenandoah,8,13,5,7,4,6,1,NA,1,NA,1,NA
"Nuts, All",Smyth,3,NA,2,NA,1,NA,0,0,0,0,0,0
"Nuts, All",Southampton,2,NA,0,0,2,NA,4,7,4,1,4,6
"Nuts, All",Spotsylvania,8,1,2,NA,6,NA,0,0,0,0,0,0
"Nuts, All",Surry,1,NA,1,NA,0,0,2,NA,2,NA,0,0
"Nuts, All",Sussex,2,NA,1,NA,2,NA,4,90,2,NA,4,NA
"Nuts, All",Tazewell,1,NA,0,0,1,NA,1,NA,1,NA,0,0
"Nuts, All",Warren,0,0,0,0,0,0,3,1,3,0,3,0
"Nuts, All",Washington,3,NA,1,NA,3,NA,5,NA,3,NA,5,NA
"Nuts, All",Westmoreland,7,7,1,NA,6,NA,1,NA,1,NA,1,NA
"Nuts, All",Wise,2,NA,2,NA,0,0,2,NA,2,NA,2,NA
"Nuts, All",Wythe,1,NA,1,NA,0,0,0,0,0,0,0,0
"Nuts, All",Chesapeake City,4,2,0,0,4,2,0,0,0,0,0,0
"Nuts, All",Suffolk,3,NA,2,NA,1,NA,1,NA,0,0,1,NA
"Nuts, All",Virginia Beach City,2,NA,2,NA,0,0,3,5,3,5,0,0
Almonds,Appomattox,3,3,0,0,3,3,0,0,0,0,0,0
Almonds,Culpeper,0,0,0,0,0,0,2,NA,2,NA,0,0
Almonds,Hanover,0,0,0,0,0,0,3,NA,0,0,3,NA
Almonds,Nelson,2,NA,2,NA,0,0,0,0,0,0,0,0
Almonds,Prince William,1,NA,0,0,1,NA,6,8,0,0,6,8
Almonds,Shenandoah,1,NA,1,NA,0,0,0,0,0,0,0,0
Chestnuts,Accomack,0,0,0,0,0,0,2,NA,2,NA,2,NA
Chestnuts,Albemarle,3,NA,3,NA,0,0,0,0,0,0,0,0
Chestnuts,Alleghany,3,1,3,0,3,0,0,0,0,0,0,0
Chestnuts,Amelia,3,1,3,0,3,1,0,0,0,0,0,0
Chestnuts,Appomattox,3,5,0,0,3,5,0,0,0,0,0,0
Chestnuts,Bath,14,NA,6,NA,14,86,2,NA,0,0,2,NA
Chestnuts,Bedford,2,NA,2,NA,0,0,0,0,0,0,0,0
Chestnuts,Bland,2,NA,2,NA,0,0,0,0,0,0,0,0
Chestnuts,Buckingham,1,NA,1,NA,1,NA,2,NA,2,NA,2,NA
Chestnuts,Campbell,5,8,0,0,5,8,2,NA,0,0,2,NA
Chestnuts,Caroline,2,NA,0,0,2,NA,0,0,0,0,0,0
Chestnuts,Carroll,0,0,0,0,0,0,2,NA,0,0,2,NA
Chestnuts,Charlotte,6,NA,6,NA,0,0,9,NA,3,12,6,NA
Chestnuts,Craig,0,0,0,0,0,0,2,NA,0,0,2,NA
Chestnuts,Fairfax,3,0,0,0,3,0,0,0,0,0,0,0
Chestnuts,Fauquier,2,NA,2,NA,0,0,0,0,0,0,0,0
Chestnuts,Floyd,7,120,3,0,4,120,1,NA,1,NA,0,0
Chestnuts,Fluvanna,1,NA,0,0,1,NA,0,0,0,0,0,0
Chestnuts,Franklin,1,NA,0,0,1,NA,2,NA,0,0,2,NA
Chestnuts,Grayson,8,6,8,6,0,0,2,NA,0,0,2,NA
Chestnuts,Halifax,0,0,0,0,0,0,4,0,0,0,4,0
Chestnuts,Hanover,0,0,0,0,0,0,3,NA,0,0,3,NA
Chestnuts,Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
Chestnuts,James City,3,NA,0,0,3,NA,0,0,0,0,0,0
Chestnuts,Loudoun,3,1,0,0,3,1,0,0,0,0,0,0
Chestnuts,Louisa,1,NA,1,NA,0,0,0,0,0,0,0,0
Chestnuts,Montgomery,2,NA,0,0,2,NA,0,0,0,0,0,0
Chestnuts,Nelson,13,84,8,NA,10,NA,5,NA,3,NA,4,NA
Chestnuts,Northampton,0,0,0,0,0,0,2,NA,0,0,2,NA
Chestnuts,Northumberland,2,NA,0,0,2,NA,0,0,0,0,0,0
Chestnuts,Pittsylvania,0,0,0,0,0,0,3,4,0,0,3,4
Chestnuts,Powhatan,3,5,3,1,3,4,0,0,0,0,0,0
Chestnuts,Prince Edward,6,NA,2,NA,4,NA,0,0,0,0,0,0
Chestnuts,Prince William,1,NA,0,0,1,NA,0,0,0,0,0,0
Chestnuts,Rappahannock,0,0,0,0,0,0,2,NA,2,NA,0,0
Chestnuts,Rockbridge,2,NA,2,NA,1,NA,2,NA,2,NA,0,0
Chestnuts,Rockingham,13,NA,13,96,6,NA,3,NA,3,NA,1,NA
Chestnuts,Scott,1,NA,1,NA,1,NA,8,NA,2,NA,6,NA
Chestnuts,Shenandoah,4,NA,0,0,4,NA,1,NA,1,NA,1,NA
Chestnuts,Smyth,2,NA,2,NA,0,0,0,0,0,0,0,0
Chestnuts,Tazewell,1,NA,0,0,1,NA,1,NA,1,NA,0,0
Chestnuts,Washington,3,NA,1,NA,3,NA,1,NA,1,NA,1,NA
Chestnuts,Westmoreland,0,0,0,0,0,0,1,NA,1,NA,1,NA
Chestnuts,Wythe,1,NA,1,NA,0,0,0,0,0,0,0,0
Chestnuts,Chesapeake City,4,1,0,0,4,1,0,0,0,0,0,0
Chestnuts,Suffolk,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Amherst,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Appomattox,4,6,0,0,4,6,0,0,0,0,0,0
Hazelnuts (Filberts),Augusta,2,NA,2,NA,0,0,0,0,0,0,0,0
Hazelnuts (Filberts),Bedford,1,NA,1,NA,0,0,0,0,0,0,0,0
Hazelnuts (Filberts),Buchanan,0,0,0,0,0,0,4,1,4,0,4,0
Hazelnuts (Filberts),Buckingham,0,0,0,0,0,0,2,NA,2,NA,0,0
Hazelnuts (Filberts),Charlotte,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Clarke,0,0,0,0,0,0,2,NA,0,0,2,NA
Hazelnuts (Filberts),Fluvanna,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Franklin,0,0,0,0,0,0,2,NA,0,0,2,NA
Hazelnuts (Filberts),Frederick,7,8,0,0,7,8,0,0,0,0,0,0
Hazelnuts (Filberts),Hanover,1,NA,1,NA,0,0,3,NA,0,0,3,NA
Hazelnuts (Filberts),Lee,0,0,0,0,0,0,4,NA,2,NA,2,NA
Hazelnuts (Filberts),Loudoun,3,NA,1,NA,2,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Louisa,6,NA,0,0,6,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Mecklenburg,0,0,0,0,0,0,2,NA,0,0,2,NA
Hazelnuts (Filberts),Nelson,5,NA,5,NA,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Orange,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Rappahannock,0,0,0,0,0,0,2,NA,2,NA,0,0
Hazelnuts (Filberts),Rockbridge,1,NA,1,NA,0,0,0,0,0,0,0,0
Hazelnuts (Filberts),Rockingham,0,0,0,0,0,0,5,NA,5,NA,2,NA
Hazelnuts (Filberts),Shenandoah,4,NA,3,NA,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Smyth,1,NA,0,0,1,NA,0,0,0,0,0,0
Hazelnuts (Filberts),Spotsylvania,6,1,0,0,6,1,0,0,0,0,0,0
Hazelnuts (Filberts),Warren,0,0,0,0,0,0,3,1,3,0,3,0
Hazelnuts (Filberts),Washington,2,NA,0,0,2,NA,2,NA,2,NA,2,NA
"Pecans, All",Accomack,1,NA,0,0,1,NA,4,NA,4,1,2,NA
"Pecans, All",Albemarle,1,NA,1,NA,1,NA,3,6,3,3,3,3
"Pecans, All",Amelia,5,NA,1,NA,4,0,1,NA,1,NA,0,0
"Pecans, All",Appomattox,3,5,0,0,3,5,0,0,0,0,0,0
"Pecans, All",Augusta,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pecans, All",Bedford,9,2,9,NA,6,NA,7,3,7,3,0,0
"Pecans, All",Botetourt,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pecans, All",Brunswick,3,NA,2,NA,2,NA,2,NA,2,NA,0,0
"Pecans, All",Buckingham,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pecans, All",Caroline,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pecans, All",Charles City,10,52,7,37,3,15,5,64,3,NA,2,NA
"Pecans, All",Charlotte,0,0,0,0,0,0,2,NA,0,0,2,NA
"Pecans, All",Chesterfield,0,0,0,0,0,0,6,2,6,2,0,0
"Pecans, All",Culpeper,2,NA,2,NA,0,0,3,NA,1,NA,3,NA
"Pecans, All",Cumberland,1,NA,1,NA,0,0,4,16,4,16,0,0
"Pecans, All",Dinwiddie,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pecans, All",Fauquier,0,0,0,0,0,0,6,9,6,NA,2,NA
"Pecans, All",Gloucester,1,NA,1,NA,0,0,3,14,0,0,3,14
"Pecans, All",Halifax,1,NA,1,NA,0,0,3,10,0,0,3,10
"Pecans, All",Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pecans, All",Henry,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pecans, All",Isle of Wight,4,16,4,16,0,0,1,NA,1,NA,1,NA
